-65,47	0
-112,53	0
-7,88	1
22,66	1
-22,35	1
192,16	1
24,08	0
84,67	0
-4,24	0
-7,09	0
-31,32	0
125,75	0
133,14	0
-19,98	0
-14,48	0
96,16	1
-14,46	0
200,97	1
-108,91	0
82,47	0
60,75	0
-230,56	0
62,95	0
-34,31	0
38,56	0
169,50	0
-117,56	0
6,93	0
-39,35	0
-75,38	0
-80,58	0
420,11	0
148,33	1
138,67	1
-383,50	0
1,11	0
233,11	0
-86,23	0
-3,01	1
0,32	1
-13,32	1
75,75	1
-32,13	0
-35,49	0
56,26	0
25,83	0
0,48	0
401,73	0
43,26	0
336,69	0
-3,17	0
100,59	0
6,97	0
-476,85	1
-18,54	0
45,01	0
224,39	0
-90,15	0
-23,94	0
9,49	0
-352,59	0
22,50	1
-82,55	0
51,97	0
160,21	0
235,61	0
-177,47	0
78,13	0
-17,43	1
106,01	0
67,99	1
16,67	0
213,44	0
373,68	1
-140,39	0
-18,08	1
19,13	1
-5,70	1
-42,46	1
37,58	1
33,73	1
124,88	0
-56,09	0
-35,65	0
76,05	0
93,49	0
-70,51	0
16,34	0
31,22	0
227,71	0
31,39	0
83,31	0
-42,33	0
9,35	0
43,59	0
20,65	1
-32,37	0
-20,67	0
156,74	0
53,45	0
-117,14	0
-41,48	0
366,05	0
-3,62	1
-32,62	0
22,71	0
-159,35	0
5,84	0
-0,32	0
-10,09	0
10,25	0
68,91	0
1672,99	0
-396,53	0
-1485,10	0
-382,56	0
352,47	1
-179,65	0
-19,43	0
-51,29	0
-112,13	0
-113,56	0
-94,29	0
-127,09	0
125,66	0
-0,16	1
-3,34	1
34,74	0
2,07	0
8,76	0
-13,70	0
46,67	0
196,39	0
-209,30	0
-121,84	0
-42,84	0
133,79	0
-9,72	1
85,69	1
-33,45	1
-53,51	0
215,01	0
-32,81	0
-99,38	0
-10,19	0
-113,40	0
-47,48	0
-78,68	0
-6,05	1
3,98	1
-25,49	1
-20,07	0
-10,36	0
52,08	0
18,79	0
55,74	0
0,32	0
26,43	0
10,67	0
48,26	0
-44,75	0
-21,34	0
52,24	0
-73,27	0
-48,90	0
-38,39	0
-29,78	0
110,38	0
112,61	0
7,49	0
-183,97	0
-96,36	0
-213,10	0
-2,87	0
31,38	0
76,13	0
-84,71	0
337,65	1
27,87	1
-461,39	1
18,79	1
-212,94	0
-288,44	1
-55,58	0
-293,53	0
-47,62	0
215,49	0
-82,50	1
-32,97	0
158,47	0
100,65	0
10,31	0
-152,31	0
-100,63	0
152,76	0
46,58	0
-1,90	0
-12,19	0
-96,98	0
62,78	0
39,31	0
